	company_name	time_departure	time_arrival	city_departure	city_arrival	flight_type	price	date	date_dt	time_departure_dt	time_arrival_dt	day_name	is_weekend
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	08:10	10:05	SVO	ROV	Прямой	4974.0	20220105	2022-01-05	08:10:00	10:05:00	Wednesday	0
2	Smartavia	09:10	11:00	DME	ROV	Прямой	5513.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
3	Red Wings	09:10	11:00	DME	ROV	Прямой	5675.0	20220105	2022-01-05	09:10:00	11:00:00	Wednesday	0
4	Azimuth	16:20	18:10	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	16:20:00	18:10:00	Wednesday	0
5	Azimuth	21:50	23:40	VKO	ROV	Прямой	5780.0	20220105	2022-01-05	21:50:00	23:40:00	Wednesday	0
6	Yakutia Airlines	14:30	16:30	VKO	ROV	Прямой	5366.0	20220105	2022-01-05	14:30:00	16:30:00	Wednesday	0
7	Aeroflot	18:50	20:45	SVO	ROV	Прямой	6535.0	20220105	2022-01-05	18:50:00	20:45:00	Wednesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	19:50	00:05	SVO	PEE	Прямой	5640.0	20220104	2022-01-04	19:50:00	00:05:00	Tuesday	0
2	Pobeda	23:25	03:30	SVO	PEE	Прямой	6499.0	20220104	2022-01-04	23:25:00	03:30:00	Tuesday	0
3	Pobeda	23:45	03:50	VKO	PEE	Прямой	6499.0	20220104	2022-01-04	23:45:00	03:50:00	Tuesday	0
4	Pobeda	13:50	17:55	SVO	PEE	Прямой	6499.0	20220104	2022-01-04	13:50:00	17:55:00	Tuesday	0
5	S7 Airlines	23:55	04:00	DME	PEE	Прямой	6543.0	20220104	2022-01-04	23:55:00	04:00:00	Tuesday	0
6	Aeroflot	08:00	12:10	SVO	PEE	Прямой	6579.0	20220104	2022-01-04	08:00:00	12:10:00	Tuesday	0
7	Aeroflot	23:25	03:30	SVO	PEE	Прямой	7560.0	20220104	2022-01-04	23:25:00	03:30:00	Tuesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Nordwind Airlines	19:50	00:05	SVO	PEE	Прямой	5640.0	20220104	2022-01-04	19:50:00	00:05:00	Tuesday	0
2	Pobeda	23:25	03:30	SVO	PEE	Прямой	6499.0	20220104	2022-01-04	23:25:00	03:30:00	Tuesday	0
3	Pobeda	23:45	03:50	VKO	PEE	Прямой	6499.0	20220104	2022-01-04	23:45:00	03:50:00	Tuesday	0
4	Pobeda	13:50	17:55	SVO	PEE	Прямой	6499.0	20220104	2022-01-04	13:50:00	17:55:00	Tuesday	0
5	S7 Airlines	23:55	04:00	DME	PEE	Прямой	6543.0	20220104	2022-01-04	23:55:00	04:00:00	Tuesday	0
6	Aeroflot	08:00	12:10	SVO	PEE	Прямой	6579.0	20220104	2022-01-04	08:00:00	12:10:00	Tuesday	0
7	Aeroflot	23:25	03:30	SVO	PEE	Прямой	7560.0	20220104	2022-01-04	23:25:00	03:30:00	Tuesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:45	03:50	VKO	PEE	Прямой	4099.0	20220106	2022-01-06	23:45:00	03:50:00	Thursday	0
2	Pobeda	23:25	03:30	SVO	PEE	Прямой	4099.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
3	Pobeda	13:50	17:55	SVO	PEE	Прямой	4599.0	20220106	2022-01-06	13:50:00	17:55:00	Thursday	0
4	Pobeda	00:35	04:40	VKO	PEE	Прямой	4599.0	20220106	2022-01-06	00:35:00	04:40:00	Thursday	0
5	S7 Airlines	15:10	19:15	DME	PEE	Прямой	5278.0	20220106	2022-01-06	15:10:00	19:15:00	Thursday	0
6	S7 Airlines	23:55	04:00	DME	PEE	Прямой	5278.0	20220106	2022-01-06	23:55:00	04:00:00	Thursday	0
7	Aeroflot	23:25	03:30	SVO	PEE	Прямой	5660.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:45	03:50	VKO	PEE	Прямой	4099.0	20220106	2022-01-06	23:45:00	03:50:00	Thursday	0
2	Pobeda	23:25	03:30	SVO	PEE	Прямой	4099.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
3	Pobeda	13:50	17:55	SVO	PEE	Прямой	4599.0	20220106	2022-01-06	13:50:00	17:55:00	Thursday	0
4	Pobeda	00:35	04:40	VKO	PEE	Прямой	4599.0	20220106	2022-01-06	00:35:00	04:40:00	Thursday	0
5	S7 Airlines	15:10	19:15	DME	PEE	Прямой	5278.0	20220106	2022-01-06	15:10:00	19:15:00	Thursday	0
6	S7 Airlines	23:55	04:00	DME	PEE	Прямой	5278.0	20220106	2022-01-06	23:55:00	04:00:00	Thursday	0
7	Aeroflot	23:25	03:30	SVO	PEE	Прямой	5660.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:45	03:50	VKO	PEE	Прямой	4099.0	20220106	2022-01-06	23:45:00	03:50:00	Thursday	0
2	Pobeda	23:25	03:30	SVO	PEE	Прямой	4099.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
3	Pobeda	13:50	17:55	SVO	PEE	Прямой	4599.0	20220106	2022-01-06	13:50:00	17:55:00	Thursday	0
4	Pobeda	00:35	04:40	VKO	PEE	Прямой	4599.0	20220106	2022-01-06	00:35:00	04:40:00	Thursday	0
5	S7 Airlines	15:10	19:15	DME	PEE	Прямой	5278.0	20220106	2022-01-06	15:10:00	19:15:00	Thursday	0
6	S7 Airlines	23:55	04:00	DME	PEE	Прямой	5278.0	20220106	2022-01-06	23:55:00	04:00:00	Thursday	0
7	Aeroflot	23:25	03:30	SVO	PEE	Прямой	5660.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:45	03:50	VKO	PEE	Прямой	4099.0	20220106	2022-01-06	23:45:00	03:50:00	Thursday	0
2	Pobeda	23:25	03:30	SVO	PEE	Прямой	4099.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
3	Pobeda	13:50	17:55	SVO	PEE	Прямой	4599.0	20220106	2022-01-06	13:50:00	17:55:00	Thursday	0
4	Pobeda	00:35	04:40	VKO	PEE	Прямой	4599.0	20220106	2022-01-06	00:35:00	04:40:00	Thursday	0
5	S7 Airlines	15:10	19:15	DME	PEE	Прямой	5278.0	20220106	2022-01-06	15:10:00	19:15:00	Thursday	0
6	S7 Airlines	23:55	04:00	DME	PEE	Прямой	5278.0	20220106	2022-01-06	23:55:00	04:00:00	Thursday	0
7	Aeroflot	23:25	03:30	SVO	PEE	Прямой	5660.0	20220106	2022-01-06	23:25:00	03:30:00	Thursday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:45	03:50	VKO	PEE	Прямой	2999.0	20220110	2022-01-10	23:45:00	03:50:00	Monday	0
2	Pobeda	23:25	03:30	SVO	PEE	Прямой	2999.0	20220110	2022-01-10	23:25:00	03:30:00	Monday	0
3	Pobeda	13:50	17:55	SVO	PEE	Прямой	2999.0	20220110	2022-01-10	13:50:00	17:55:00	Monday	0
4	Aeroflot	23:25	03:30	SVO	PEE	Прямой	4060.0	20220110	2022-01-10	23:25:00	03:30:00	Monday	0
5	Aeroflot	13:50	17:55	SVO	PEE	Прямой	4060.0	20220110	2022-01-10	13:50:00	17:55:00	Monday	0
6	S7 Airlines	15:10	19:15	DME	PEE	Прямой	4293.0	20220110	2022-01-10	15:10:00	19:15:00	Monday	0
7	S7 Airlines	23:55	04:00	DME	PEE	Прямой	4293.0	20220110	2022-01-10	23:55:00	04:00:00	Monday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:25	03:30	SVO	PEE	Прямой	2999.0	20220111	2022-01-11	23:25:00	03:30:00	Tuesday	0
2	Pobeda	13:50	17:55	SVO	PEE	Прямой	2999.0	20220111	2022-01-11	13:50:00	17:55:00	Tuesday	0
3	Pobeda	23:45	03:50	VKO	PEE	Прямой	2999.0	20220111	2022-01-11	23:45:00	03:50:00	Tuesday	0
4	Nordwind Airlines	19:50	00:05	SVO	PEE	Прямой	2940.0	20220111	2022-01-11	19:50:00	00:05:00	Tuesday	0
5	Aeroflot	23:25	03:30	SVO	PEE	Прямой	4060.0	20220111	2022-01-11	23:25:00	03:30:00	Tuesday	0
6	Aeroflot	13:50	17:55	SVO	PEE	Прямой	4060.0	20220111	2022-01-11	13:50:00	17:55:00	Tuesday	0
7	S7 Airlines	23:55	04:00	DME	PEE	Прямой	4293.0	20220111	2022-01-11	23:55:00	04:00:00	Tuesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:25	03:30	SVO	PEE	Прямой	2999.0	20220111	2022-01-11	23:25:00	03:30:00	Tuesday	0
2	Pobeda	13:50	17:55	SVO	PEE	Прямой	2999.0	20220111	2022-01-11	13:50:00	17:55:00	Tuesday	0
3	Pobeda	23:45	03:50	VKO	PEE	Прямой	2999.0	20220111	2022-01-11	23:45:00	03:50:00	Tuesday	0
4	Nordwind Airlines	19:50	00:05	SVO	PEE	Прямой	2940.0	20220111	2022-01-11	19:50:00	00:05:00	Tuesday	0
5	Aeroflot	23:25	03:30	SVO	PEE	Прямой	4060.0	20220111	2022-01-11	23:25:00	03:30:00	Tuesday	0
6	Aeroflot	13:50	17:55	SVO	PEE	Прямой	4060.0	20220111	2022-01-11	13:50:00	17:55:00	Tuesday	0
7	S7 Airlines	23:55	04:00	DME	PEE	Прямой	4293.0	20220111	2022-01-11	23:55:00	04:00:00	Tuesday	0
8	S7 Airlines	07:50	12:00	DME	UFA	Прямой	4294.0	20220108	2022-01-08	07:50:00	12:00:00	Saturday	1
9	Aeroflot	23:40	03:50	SVO	UFA	Прямой	4760.0	20220108	2022-01-08	23:40:00	03:50:00	Saturday	1
1	Pobeda	23:25	03:30	SVO	PEE	Прямой	2999.0	20220111	2022-01-11	23:25:00	03:30:00	Tuesday	0
2	Pobeda	13:50	17:55	SVO	PEE	Прямой	2999.0	20220111	2022-01-11	13:50:00	17:55:00	Tuesday	0
3	Pobeda	23:45	03:50	VKO	PEE	Прямой	2999.0	20220111	2022-01-11	23:45:00	03:50:00	Tuesday	0
4	Nordwind Airlines	19:50	00:05	SVO	PEE	Прямой	2940.0	20220111	2022-01-11	19:50:00	00:05:00	Tuesday	0
5	Aeroflot	23:25	03:30	SVO	PEE	Прямой	4060.0	20220111	2022-01-11	23:25:00	03:30:00	Tuesday	0
6	Aeroflot	13:50	17:55	SVO	PEE	Прямой	4060.0	20220111	2022-01-11	13:50:00	17:55:00	Tuesday	0
